fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
1,99,63,-6,-58,0.996
82,15,76,38,-77,0.983
34,51,93,87,39,0.5
13,-97,70,12,79,0.42
70,-100,71,-69,-67,0.902
-68,9,-98,-29,7,0.0
21,49,59,67,45,0.5
10,24,78,-6,30,0.5
48,-24,-36,25,-59,0.0
70,57,-64,84,13,0.0
58,-76,49,68,-46,0.582
29,-33,-24,-25,3,0.0
-61,70,12,-60,80,0.627
-98,60,50,32,79,0.418
-27,-62,58,-15,-54,0.7
-76,-59,-26,-64,-52,0.332
-31,72,75,-58,9,0.992
-93,-86,50,-79,80,0.349
-13,51,25,35,-67,0.978
-1,44,98,55,82,0.5
17,75,84,88,-2,0.5
-94,94,-39,7,62,0.0
-29,-5,73,71,68,0.493
36,-61,24,54,1,0.419
89,80,-40,100,-63,0.616
-40,-8,-7,-97,6,0.486
8,16,83,57,-78,0.96
13,93,75,26,-36,0.944
-57,-18,-12,74,-78,0.0
-32,55,74,-37,3,0.993
54,47,-60,59,98,0.0
-37,-46,-85,31,-32,0.0
54,31,80,95,90,0.5
56,27,87,-73,12,0.995
26,-51,-43,-42,-7,0.0
-37,56,73,26,75,0.492
10,56,93,-61,85,0.698
-56,-95,-89,-97,-47,0.0
-90,-59,17,-58,76,0.14
-98,34,-23,-23,-25,0.0
32,-48,60,-89,-41,0.937
-99,67,-39,30,38,0.0
-95,82,59,37,-50,0.894
-21,-88,-85,-100,27,0.0
22,51,99,-90,98,0.857
41,-16,-29,53,-86,0.0
80,60,52,-82,-79,0.997
94,-59,-99,75,51,0.0
82,78,87,50,17,0.5
48,44,-1,-89,3,0.994
-91,87,75,0,-77,0.973
60,14,-86,-14,-33,0.0
-59,-12,-70,18,-75,0.0
-16,6,-14,95,-61,0.0
-87,18,37,0,97,0.354
-40,-98,3,0,-98,0.381
83,8,-55,-2,-92,0.996
18,-16,5,-71,-92,0.997
15,-83,77,-35,81,0.486
-65,58,24,-59,44,0.878
47,-46,-91,55,-30,0.0
-33,-48,-52,51,-11,0.0
-76,-72,79,-60,67,0.492
-95,10,-74,39,21,0.0
-92,2,81,-44,63,0.543
-92,-30,-94,87,8,0.0
-96,35,97,86,7,0.456
50,27,13,62,44,0.5
-84,65,-84,-45,-100,0.308
-15,-40,92,11,-92,0.82
79,-52,71,-69,-16,0.996
59,87,-41,70,98,0.0
92,23,45,20,67,0.5
23,-36,-72,-49,17,0.0
-56,74,45,1,2,0.479
96,-76,57,-86,-97,0.998
-81,87,-37,-9,-25,0.0
-86,-57,-48,38,-56,0.0
41,-91,-56,4,-59,0.0
26,47,-60,26,2,0.0
88,12,67,-64,13,0.993
-79,29,25,-41,-29,0.714
58,36,66,-78,98,0.773
-45,-16,-48,80,90,0.0
66,28,65,-90,2,0.993
-64,33,-12,58,-43,0.0
46,-78,-20,-73,77,0.0
-51,-18,2,54,46,0.033
-79,-54,-32,71,29,0.0
27,-12,-87,-61,37,0.0
64,-91,16,60,-43,0.365
-17,98,19,29,-44,0.959
28,-86,82,-98,74,0.762
89,-9,-83,97,73,0.0
0,-60,0,40,88,0.005
85,51,24,-65,-66,1.0
76,62,4,11,-58,0.991
99,11,90,42,30,0.5
-95,-76,37,59,60,0.2
-78,-42,97,50,4,0.395
79,-85,-27,33,52,0.0
70,29,-36,98,78,0.0
-5,32,-46,-68,-21,0.995
6,-6,41,16,63,0.5
-32,-20,-55,-66,23,0.0
68,8,-27,-32,-48,0.997
-13,-40,83,27,70,0.479
99,-53,-99,67,-6,0.0
91,-16,14,-71,79,0.839
-18,95,-49,-38,-53,0.999
-17,-71,23,7,89,0.24
27,94,-16,1,-4,0.91
58,-33,39,20,-57,0.988
-84,-21,78,28,35,0.395
24,84,-57,0,48,0.0
-6,72,29,63,-60,0.849
47,-79,3,71,-44,0.105
-17,-78,46,26,-8,0.351
67,97,7,78,-58,0.725
90,-74,-28,-5,-7,0.0
-73,90,67,15,-18,0.844
16,9,66,-65,-27,0.996
-12,-10,-21,21,-16,0.0
-99,-77,55,68,62,0.269
-3,49,-95,-59,-92,0.996
-84,19,-55,15,67,0.0
-20,79,98,-63,-42,0.997
-86,-50,10,-39,48,0.105
77,82,-73,59,74,0.0
8,-28,65,32,46,0.499
-44,-40,17,45,-29,0.226
75,-34,-34,-65,-11,0.994
-73,64,100,20,83,0.482
-32,-88,94,-60,-7,0.681
74,-47,0,-65,-25,0.998
16,-76,64,54,-23,0.462
-22,40,-6,98,0,0.0
-92,-7,-73,78,-62,0.0
40,5,26,29,26,0.5
-22,66,-31,-10,-56,0.993
58,-32,-40,78,8,0.0
-94,-27,-61,-41,24,0.0
38,79,-46,61,-70,0.905
-7,76,19,-68,5,0.992
-96,21,-84,-14,-86,0.0
-45,-71,-82,8,9,0.0
25,0,-79,-54,-37,0.0
69,-41,29,-59,-80,0.996
-91,-42,47,51,-34,0.335
-67,-40,18,41,96,0.173
80,-22,-43,77,26,0.0
-39,-28,-6,5,-2,0.0
52,-91,-10,-10,61,0.0
42,92,-43,64,-23,0.0
65,-93,-25,-48,39,0.0
69,68,-28,-41,9,0.991
-39,-22,72,14,76,0.467
-27,18,28,-55,29,0.884
90,-22,69,12,75,0.5
88,74,80,92,-87,0.863
45,-23,-63,-22,-18,0.0
73,39,25,11,22,0.5
-20,-47,71,-3,42,0.47
-53,52,-42,48,-32,0.0
-18,3,-20,17,10,0.0
-75,71,-61,29,10,0.0
-63,-14,-20,-70,60,0.0
87,17,42,-60,-62,0.997
-79,-7,64,79,8,0.41
12,10,-51,-82,-60,0.996
79,16,-96,-46,6,0.0
56,-85,-74,-75,6,0.0
16,-85,-10,26,-70,0.235
-18,29,76,-40,-42,0.996
63,-24,11,1,-43,0.993
-2,-31,32,-78,-92,0.837
-43,41,-93,-61,-3,0.0
-80,38,66,-40,40,0.749
-10,-48,19,-36,-36,0.702
6,-39,58,-7,-89,0.844
21,-32,-4,-98,57,0.673
71,69,-93,3,21,0.0
55,57,8,80,-31,0.526
-84,-22,-24,-28,86,0.0
31,-52,-34,47,43,0.0
-59,48,65,-90,99,0.837
59,-59,-25,-96,-34,0.974
38,-25,53,-38,-4,0.994
65,-2,46,-8,66,0.5
5,45,-19,86,92,0.0
27,-77,24,41,-84,0.618
-17,58,-53,-55,-45,0.997
-44,20,27,-84,15,0.806
93,48,78,-23,-85,0.995
-54,-68,-77,15,-73,0.0
49,-75,-57,-42,-59,0.0
-40,93,84,12,92,0.499
-93,97,-4,61,-21,0.0
55,51,55,70,63,0.5
-53,92,-13,-44,32,0.928
32,42,77,62,43,0.5
-90,60,17,-53,-80,0.847
39,-35,-63,-5,28,0.0
-42,65,50,98,18,0.495
4,89,33,-61,87,0.695
85,93,14,-41,36,0.905
-48,-70,-25,-6,-9,0.0
52,94,89,-62,27,0.982
-4,-70,27,55,-45,0.37
-42,3,-60,6,94,0.0
90,69,-52,-51,13,0.991
-80,-82,-42,99,-5,0.0
21,31,57,-24,-94,0.998
45,0,-100,51,-40,0.0
-100,-18,30,-59,-61,0.603
-99,-51,-73,14,40,0.0
46,-84,-57,33,91,0.0
97,-11,-1,-87,-19,0.996
82,-56,-84,67,-23,0.0
57,36,-86,80,-1,0.0
-41,-51,-50,-89,-93,0.0
18,-37,62,45,45,0.495
80,91,-78,26,72,0.0
91,-43,-100,89,90,0.0
-42,-88,-41,80,34,0.0
-79,-87,-16,-31,-85,0.317
-76,-81,-80,-56,16,0.0
74,-79,-8,31,-37,0.0
65,-17,1,83,8,0.498
-72,-40,84,-41,82,0.451
36,24,-79,82,-3,0.0
-85,-6,-84,-98,82,0.0
94,-67,79,59,-49,0.726
-21,71,-21,-89,-14,0.996
-72,-6,-74,37,-52,0.0
92,-35,52,-7,85,0.497
-35,82,96,24,-87,0.989
-68,59,-96,-2,-4,0.0
-26,73,76,-46,11,0.99
-17,-56,-27,-33,-43,0.18
5,-66,-69,78,4,0.0
-33,-66,13,-97,-39,0.576
-86,10,8,-97,-20,0.65
-96,61,87,43,50,0.454
-93,37,84,-48,-63,0.851
32,92,100,78,9,0.5
68,15,5,-99,-13,0.992
6,-14,36,-69,-48,0.953
6,85,3,-71,-2,0.995
-96,37,34,98,90,0.344
53,69,18,-47,-47,0.997
-36,13,-43,-83,54,0.0
46,-73,19,-63,99,0.428
63,26,47,-3,23,0.5
41,54,-2,45,-11,0.5
50,3,81,13,-4,0.5
33,-56,-49,-55,12,0.0
40,-77,16,-71,-83,0.854
45,-8,26,-21,-77,0.997
59,-23,-33,-28,-92,0.995
-100,8,10,-22,-54,0.536
-68,51,-81,78,97,0.0
-33,-84,-46,18,-18,0.0
-34,84,-42,-92,70,0.0
-100,54,76,-70,-16,0.855
-16,24,63,-77,9,0.993
20,-92,-46,-35,-34,0.0
61,-21,49,-56,-90,0.996
-4,44,95,-29,51,0.542
91,-41,30,-79,83,0.854
67,72,-61,-91,47,0.979
-45,-87,-23,60,4,0.0
71,5,-79,-29,-46,0.998
97,-85,66,47,-10,0.459
-31,20,4,95,-96,0.508
77,8,61,-7,-77,0.997
-33,-32,-49,48,-2,0.0
-37,-32,-97,-2,13,0.0
19,-29,65,57,93,0.5
-4,-69,17,82,18,0.232
7,19,25,9,-57,0.993
-77,24,-72,-61,-45,0.0
-12,77,58,16,73,0.5
18,100,-94,-79,90,0.0
71,-23,8,-35,-15,0.996
-33,-54,-40,-43,-59,0.231
-14,-12,-10,17,75,0.0
82,-58,50,18,-4,0.475
28,-36,66,-17,-20,0.953
48,97,29,-6,28,0.5
-94,-31,-12,-1,-6,0.0
2,7,-88,32,-63,0.0
56,-77,-86,82,46,0.0
-20,-77,43,70,100,0.332
-47,-73,23,6,-56,0.46
56,7,51,-90,-95,0.995
-84,-39,86,54,97,0.387
-92,-12,30,-80,22,0.521
14,74,-43,75,28,0.0
-37,20,-79,-45,99,0.0
-94,-99,33,-16,-26,0.397
-32,52,-42,-25,43,0.0
-8,-86,91,13,-85,0.741
-87,45,33,-74,25,0.719
94,56,-29,42,-76,0.976
-9,3,72,-16,-36,0.973
-79,-70,19,-97,41,0.381
-88,71,-58,61,-6,0.0
18,-1,49,-8,-58,0.995
-47,60,-84,15,-42,0.0
57,-72,95,30,-25,0.635
32,-100,39,79,-35,0.363
50,53,41,44,-15,0.5
74,82,-49,-60,69,0.773
-12,57,98,78,43,0.5
-61,-64,70,-98,-75,0.676
30,4,43,-9,-98,0.995
-85,62,-16,-95,-62,0.836
75,70,35,27,-38,0.946
-49,-63,19,99,49,0.178
-63,-79,78,74,-34,0.373
-56,0,42,22,-94,0.708
19,43,62,-76,95,0.768
-38,54,-87,-99,75,0.0
28,77,-24,0,69,0.461
54,-2,-70,72,53,0.0
37,-63,-62,27,-31,0.0
-99,-49,39,-56,-75,0.6
54,-82,18,-77,91,0.483
18,81,18,27,-53,0.979
79,-79,-77,45,38,0.0
61,15,95,70,55,0.5
59,57,14,-88,-87,0.998
14,19,-51,-64,20,0.0
52,85,-57,87,71,0.0
-39,-69,-44,43,-41,0.0
-47,-70,30,0,-1,0.313
9,-61,92,-71,75,0.774
0,-5,-94,33,-84,0.0
86,21,-79,79,-61,0.0
35,-86,58,-8,-10,0.727
-38,84,62,-47,42,0.902
98,46,23,-28,95,0.527
-74,55,-26,38,71,0.0
-17,-71,-78,-81,-36,0.0
30,88,52,12,23,0.5
-56,84,-76,65,-47,0.0
97,-20,15,68,42,0.5
-75,-85,42,68,32,0.23
12,77,-97,-73,68,0.0
18,-56,69,79,-26,0.501
83,86,-20,65,-76,0.928
61,55,6,-57,70,0.771
-8,-41,47,69,30,0.471
95,46,35,62,75,0.5
16,3,-85,76,18,0.0
65,-85,-78,93,97,0.0
53,22,1,35,-21,0.538
33,81,47,-38,-81,0.997
23,37,73,-40,-98,0.997
-76,89,5,70,55,0.302
-37,-86,90,-13,-20,0.629
10,-88,93,48,13,0.459
76,43,52,27,-34,0.923
-39,-81,-31,-35,-66,0.241
20,-55,78,45,-60,0.832
-55,-55,-5,-98,41,0.252
12,-61,17,100,80,0.293
-68,83,-85,-63,-1,0.0
17,23,56,-24,-72,0.996
-67,-2,61,-29,-82,0.785
6,52,91,9,-1,0.5
8,76,35,-20,56,0.517
81,96,28,8,12,0.5
86,99,6,-20,-91,0.996
22,89,-61,30,-26,0.0
85,-96,-40,26,63,0.0
75,-36,-60,-95,79,0.0
-95,43,-40,33,-98,0.0
-79,-57,6,-50,-54,0.52
38,38,-37,84,70,0.0
10,-53,-76,96,-14,0.0
26,-81,72,57,61,0.459
-81,-68,-8,39,-19,0.0
-15,15,-91,-86,81,0.0
-35,78,75,20,-51,0.984
50,84,-84,-68,-75,0.999
-51,19,-40,89,-15,0.0
7,35,-93,-28,88,0.0
23,17,-18,28,0,0.0
23,57,2,53,-8,0.5
45,20,67,15,-35,0.979
-41,33,59,86,-91,0.9
-12,-64,71,91,-88,0.643
46,96,0,-1,-13,0.986
76,70,1,-71,35,0.983
-56,37,-40,-30,-30,0.0
92,-70,-78,39,-1,0.0
-38,-11,85,76,92,0.487
7,-22,-84,38,-57,0.0
74,11,-97,68,-38,0.0
75,-97,21,-59,-7,0.863
-68,-8,24,69,-51,0.322
-26,-30,-9,-88,-38,0.603
-90,-82,75,51,35,0.321
17,21,-48,-18,-73,0.999
-80,52,-44,0,41,0.0
-83,-95,46,78,71,0.219
20,-17,-14,7,-81,0.988
66,-32,20,-30,44,0.592
88,-19,82,99,56,0.499
31,-67,7,-20,64,0.187
60,-54,-88,6,-44,0.0
71,-42,-4,65,32,0.278
-11,-51,-27,41,-69,0.0
46,-20,20,-32,-27,0.995
-74,54,-54,14,100,0.0
-60,37,-30,5,-54,0.0
-28,-5,66,-49,-20,0.865
67,82,-62,13,76,0.0
-47,-89,25,-60,28,0.383
21,-18,-95,39,-79,0.0
-62,15,-46,-12,-22,0.0
41,-96,-25,-30,48,0.0
85,-47,-19,4,49,0.0
-5,34,-14,-23,48,0.0
-36,-71,-79,-80,-39,0.0
-46,11,-20,26,-78,0.0
-7,54,-96,34,93,0.0
28,42,97,-59,-56,0.999
72,0,-49,-88,23,0.987
4,32,-47,-70,-63,0.999
8,-11,-81,25,-92,0.0
10,29,-5,-19,4,0.984
-63,34,1,77,62,0.053
-35,-12,76,-58,-4,0.823
0,-96,-42,-66,-71,0.385
28,45,39,99,43,0.5
-86,35,-4,98,26,0.0
12,-37,-88,-19,8,0.0
-6,-30,49,91,57,0.493
52,-27,-36,-43,-97,0.996
-40,40,66,58,98,0.497
-32,49,-92,-82,66,0.0
54,-87,-58,-45,-34,0.0
-4,-44,50,97,-11,0.473
-29,53,47,-37,34,0.881
4,19,-48,67,-72,0.0
-74,-16,-17,16,69,0.0
75,-50,-35,45,-11,0.0
-68,58,-69,-55,89,0.0
-90,-74,-50,-21,-57,0.0
90,-58,-77,89,78,0.0
-58,18,98,-24,-79,0.901
-28,-63,-1,-76,-4,0.428
46,-60,-29,91,14,0.0
12,-33,91,-62,-33,0.92
40,22,-70,77,-89,0.0
78,-88,50,60,-52,0.733
89,-5,-85,-66,9,0.0
4,14,-88,52,15,0.0
83,72,-30,61,-89,0.964
-14,69,2,9,-26,0.988
-66,93,-43,15,-23,0.0
12,73,-1,18,33,0.5
-74,-37,-8,74,49,0.0
-85,-42,-81,-70,96,0.0
80,29,-76,95,97,0.0
67,75,37,-85,-29,0.998
-54,-86,-57,46,46,0.0
-45,99,-55,89,69,0.0
39,-27,-23,49,29,0.0
27,-11,63,94,3,0.5
95,-20,76,85,-8,0.5
-64,-37,-32,-8,41,0.0
5,-10,44,94,58,0.5
13,54,-69,-85,7,0.0
-53,-44,28,65,-5,0.268
15,-25,20,100,-98,0.818
-13,0,-92,87,-93,0.0
77,-46,53,13,89,0.491
-59,-28,-42,-3,-13,0.0
37,16,24,89,-37,0.553
28,15,-58,90,-4,0.0
79,-7,3,10,34,0.5
-32,11,31,21,-88,0.841
35,-70,12,14,-67,0.691
-18,-48,-97,-43,53,0.0
-27,-100,47,-11,-54,0.596
-16,-14,-77,23,-88,0.0
44,-89,1,-7,-5,0.294
-83,-44,-51,-59,78,0.0
82,77,72,-58,76,0.731
52,-71,52,94,-68,0.674
-79,57,-58,23,-8,0.0
81,-86,42,-49,-95,0.97
65,51,67,-94,88,0.922
-25,-46,16,-23,-81,0.667
-89,6,53,-56,-42,0.725
50,45,-20,8,-96,0.994
-22,-45,-49,-71,71,0.0
43,-61,-12,-90,71,0.0
30,53,-93,6,15,0.0
9,-76,79,-7,93,0.445
-86,-66,-16,39,-69,0.0
-51,29,1,-79,41,0.618
-69,55,23,33,-12,0.413
33,-20,29,-33,100,0.52
2,44,19,10,11,0.5
-38,-8,-45,50,-91,0.0
-36,42,99,-56,29,0.977
-25,76,-41,92,-70,0.0
21,89,13,5,-39,0.991
18,-93,32,23,-88,0.635
-57,91,21,-61,4,0.993
-69,27,94,-38,51,0.61
29,15,65,-77,85,0.837
97,-60,-50,-100,-49,0.995
38,-6,28,9,74,0.5
67,-51,-95,-9,71,0.0
-74,40,-22,64,-62,0.0
46,88,-28,-30,87,0.485
-42,33,48,-90,-35,0.96
2,-36,75,-90,-83,0.892
77,38,-33,-27,85,0.402
-33,-83,84,0,22,0.404
38,-74,100,57,-2,0.469
96,-72,10,-51,-77,0.997
-99,-58,8,39,37,0.065
-83,93,-4,-62,-32,0.989
92,98,7,-73,1,0.996
-65,-51,-77,1,-35,0.0
-37,-46,47,-6,-36,0.632
60,-59,92,-78,12,0.99
-32,-18,83,45,83,0.486
-19,77,-22,-19,-4,0.991
-10,34,-87,-52,3,0.0
76,-34,90,57,-68,0.932
-75,29,95,87,49,0.475
79,24,32,-60,55,0.905
80,81,4,75,15,0.5
83,21,-6,54,12,0.5
-5,50,92,28,73,0.5
50,-59,-42,-81,50,0.0
46,56,0,22,-35,0.959
-96,-8,-87,-24,-85,0.0
-28,-85,-92,65,-97,0.0
-91,39,-32,-72,-8,0.182
-28,17,19,-76,-38,0.922
59,-58,-42,33,-79,0.0
-52,-57,64,33,-28,0.502
46,-9,-35,32,73,0.0
-66,-64,-64,10,78,0.0
-46,-68,20,-100,-27,0.612
-80,-7,57,-37,-31,0.692
11,4,-31,34,72,0.0
-77,-90,-97,-59,47,0.0
-39,44,-44,-98,26,0.0
88,39,-8,-52,7,0.992
-99,99,-31,-39,23,0.0
-76,33,-63,-1,-26,0.0
1,29,90,67,25,0.5
48,80,-64,-70,69,0.0
56,-66,-71,-12,21,0.0
-22,-5,-81,-3,-13,0.0
-96,-42,20,-99,-52,0.585
-20,-57,-31,69,-66,0.0
87,-49,1,52,-97,0.978
-48,-99,88,38,-51,0.559
-82,-46,-22,62,31,0.0
20,40,79,100,-36,0.554
-25,70,67,49,-61,0.938
80,-22,-10,-17,-42,0.995
16,69,11,31,61,0.5
62,52,-31,-67,-36,0.996
81,-21,12,-69,-41,0.996
-33,-76,-47,73,33,0.0
-54,-25,-90,-30,60,0.0
-10,41,15,-94,19,0.992
18,54,39,-70,-6,0.995
-88,-32,-81,-24,15,0.0
38,31,-28,4,-18,0.985
48,68,9,-91,60,0.972
-4,97,-51,-7,-80,0.996
-12,62,-71,-59,55,0.0
-93,61,-6,-51,12,0.5
47,10,74,89,31,0.5
-98,-52,98,80,38,0.387
-33,-76,-52,60,-51,0.0
69,52,-67,-64,-87,0.995
-70,4,22,-99,79,0.485
-87,30,-21,-2,33,0.0
5,-39,90,-57,76,0.703
63,32,65,-67,-34,0.997
-74,-84,-62,65,-7,0.0
-4,-76,37,-92,35,0.611
-51,-2,44,55,-15,0.449
6,91,-43,-78,-64,0.999
92,-99,7,-98,72,0.806
15,85,98,61,28,0.5
61,-94,28,-100,-94,0.893
28,-12,-90,-46,60,0.0
-5,97,10,45,-97,0.985
52,-2,49,34,-36,0.863
79,-98,-32,-78,-100,0.884
-18,-87,-36,44,-96,0.0
67,-7,-2,13,19,0.5
-21,90,52,46,-54,0.923
-58,12,-30,33,-67,0.0
-46,60,26,-68,-83,0.998
74,-24,1,79,-28,0.514
92,39,-6,-88,92,0.872
24,-12,22,-69,-33,0.998
-34,-9,21,42,68,0.389
92,43,-9,9,11,0.5
-66,-58,88,-90,5,0.68
35,66,-2,30,-80,0.987
-9,38,65,89,-93,0.909
-39,-59,89,-84,35,0.714
83,-90,77,81,3,0.458
99,-87,-96,57,-27,0.0
13,80,-78,-36,-28,0.0
-9,69,-62,46,-73,0.0
-15,-11,-82,8,-98,0.0
16,23,56,-90,26,0.991
84,15,-68,-46,-57,0.996
42,-37,-75,55,22,0.0
-28,25,-43,86,80,0.0
-57,4,-37,-35,-79,0.374
-85,45,-27,82,-97,0.0
-96,-50,-93,75,-70,0.0
42,73,-84,27,-66,0.0
66,52,-62,77,78,0.0
-98,-3,-1,19,-70,0.266
35,-64,98,-87,-88,0.914
-28,8,-52,-22,-96,0.0
-39,-3,34,-96,-67,0.811
7,8,-62,-61,16,0.0
54,51,-65,24,-59,0.0
20,-67,85,14,-98,0.832
66,-17,69,-12,59,0.5
-13,19,-16,8,-36,0.983
66,-75,-18,27,27,0.0
-48,-75,56,-93,-5,0.629
-92,5,33,-19,56,0.302
52,12,-75,-32,-62,0.995
-27,-57,48,76,-94,0.587
87,-80,42,-20,0,0.982
-32,80,-71,-93,38,0.0
-10,-58,91,74,-35,0.513
-93,-31,-91,-18,-86,0.0
83,-77,-19,82,1,0.0
-14,95,-2,81,-76,0.857
-65,-21,-83,-85,37,0.0
-71,19,3,49,23,0.07
-57,37,58,25,65,0.468
13,-52,-40,56,46,0.0
-40,67,-36,-91,4,0.993
61,4,5,-39,-40,0.994
-98,-20,-84,-46,53,0.0
-21,-13,-53,-84,37,0.0
-86,26,48,-32,-32,0.74
98,-29,61,88,-87,0.875
5,81,75,-30,46,0.573
-3,-72,18,-57,46,0.402
28,43,-34,-17,2,0.0
-52,25,-44,-41,14,0.0
-24,-7,13,-78,-31,0.776
94,-39,-98,66,59,0.0
25,74,23,69,-19,0.507
76,41,-79,-15,-8,0.0
-82,-93,-40,-28,-9,0.0
31,-90,-3,35,-11,0.0
76,-71,-32,95,-56,0.0
-84,78,-16,57,-11,0.0
-44,6,65,-36,-53,0.838
-97,-73,83,39,-82,0.538
-74,66,-47,23,86,0.0
-8,83,-26,77,18,0.0
-99,-13,80,14,18,0.39
73,-81,-59,-78,91,0.0
-50,-15,22,-77,42,0.552
96,-51,-35,-23,96,0.0
-43,-56,-7,40,-91,0.21
-23,37,-49,50,61,0.0
-65,73,-49,42,-8,0.0
-28,60,-19,99,73,0.0
39,-19,-72,28,73,0.0
7,-53,-24,-84,-84,0.633
63,-74,-66,-46,-42,0.0
-92,-43,-88,-30,-29,0.0
27,42,50,-94,68,0.964
17,-41,-53,41,12,0.0
-4,91,72,70,15,0.5
-36,-15,-67,96,75,0.0
92,58,-46,99,75,0.0
45,3,-40,-48,83,0.0
-62,-30,70,-73,38,0.642
-52,-93,-85,100,-49,0.0
-78,82,13,83,14,0.347
-97,-2,23,-98,77,0.405
-32,-85,-45,59,-29,0.0
36,-44,48,-26,-38,0.957
-94,-29,-46,13,-17,0.0
98,83,-31,-96,60,0.974
-54,29,-12,5,66,0.0
-29,85,-5,-5,-29,0.993
-53,0,44,-28,34,0.581
-32,35,7,-1,-92,0.99
-29,51,-6,-38,-63,0.996
-8,96,45,74,44,0.5
61,89,-54,96,8,0.0
37,-15,-5,-72,46,0.969
62,21,40,-16,-65,0.999
-9,93,94,-89,-88,0.997
-84,-87,-44,-24,-92,0.138
48,-35,-88,36,-63,0.0
-55,48,68,16,63,0.492
22,88,49,67,-15,0.503
42,28,41,-49,-16,0.995
78,56,-48,-78,-51,0.997
5,-97,-7,72,19,0.0
-60,-90,84,100,-97,0.507
73,-60,-84,-7,-77,0.0
21,-4,26,84,0,0.5
61,74,-31,34,-33,0.778
12,42,42,51,-93,0.975
16,-31,89,20,88,0.499
-18,30,-80,-40,-49,0.0
-60,34,73,-23,-52,0.906
96,17,44,78,19,0.5
-8,3,-45,58,-2,0.0
-49,52,-44,-33,-86,0.981
-98,-48,-72,15,-41,0.0
23,62,46,-51,-45,0.997
-74,16,-5,63,-81,0.038
17,-56,27,26,-40,0.639
-52,92,-11,-66,-42,0.997
-27,61,-36,-24,-2,0.0
-57,-55,-61,-14,75,0.0
-24,-65,22,65,66,0.242
42,-90,-42,-26,56,0.0
-1,-38,75,-95,-24,0.875
-100,-19,-34,-64,-29,0.0
-52,12,63,-24,39,0.518
-40,-60,-81,-36,79,0.0
8,0,-12,-86,60,0.964
-73,-86,-9,68,-78,0.0
-92,-77,17,-61,32,0.274
-69,-6,-3,87,-67,0.0
16,56,40,15,69,0.5
25,58,34,22,-95,0.991
-48,61,-33,-94,8,0.991
57,-92,-43,52,49,0.0
58,-33,49,-75,49,0.966
-78,-54,-25,18,59,0.0
-64,-88,9,38,-11,0.067
-31,34,68,-96,-21,0.996
90,-36,-22,-15,-40,0.995
68,25,73,52,53,0.5
81,-91,9,95,-79,0.43
-68,-41,-65,-55,-51,0.0
56,-72,-55,-84,-60,0.666
-2,-69,-42,-70,85,0.0
75,33,-49,41,-93,0.984
60,72,13,-8,-86,0.995
64,12,-34,-54,55,0.798
-30,69,7,-80,-69,0.997
100,-40,-56,-95,17,0.0
80,63,-10,30,75,0.5
-54,25,-78,78,11,0.0
-25,-14,45,-30,-79,0.821
-88,-10,-79,-5,-8,0.0
82,-94,-37,77,-4,0.0
-99,-53,-29,69,-76,0.0
-85,-94,-12,60,-22,0.0
39,77,-55,27,49,0.0
-24,79,50,-41,-87,0.997
48,-96,55,-20,-25,0.783
-19,10,13,60,21,0.498
81,35,-47,-1,80,0.0
-15,94,19,47,-16,0.503
52,35,65,64,96,0.5
0,89,18,74,67,0.5
-56,-66,-27,100,61,0.0
41,-68,-14,3,-47,0.331
-35,-86,44,-52,26,0.516
23,-15,-91,97,-99,0.0
-30,51,54,51,-73,0.959
-97,-67,-99,15,7,0.0
40,-75,64,46,9,0.464
34,32,-83,10,67,0.0
-1,55,-32,-92,-18,0.998
-42,92,95,-59,-4,0.995
23,96,-88,31,31,0.0
52,54,87,37,77,0.5
71,56,87,94,-44,0.574
56,-100,40,-98,-90,0.85
-42,38,-9,20,-70,0.886
86,-81,57,79,41,0.46
55,-24,-33,-91,88,0.0
-31,-96,1,52,56,0.011
58,-30,-12,78,-18,0.0
96,-48,89,98,-41,0.549
-17,51,-15,-41,78,0.0
7,89,76,-74,-65,0.996
99,29,14,-31,-92,0.996
-70,95,79,60,6,0.477
90,-16,68,97,71,0.5
53,-88,-62,-88,10,0.0
26,8,-9,96,-28,0.51
90,-31,93,30,100,0.499
-46,-56,-71,-72,52,0.0
43,-72,-61,-38,-59,0.0
69,-85,37,-34,-21,0.908
11,58,63,-39,-21,0.997
17,-47,94,47,-26,0.532
47,-73,49,-68,92,0.65
37,-91,-22,73,75,0.0
85,-42,-31,54,-98,0.973
50,17,34,40,-11,0.5
98,-1,19,73,-37,0.588
42,35,18,44,25,0.5
-67,-57,-98,82,-83,0.0
-87,-51,81,45,90,0.367
8,-44,-83,33,-41,0.0
26,68,-94,-88,-38,0.997
-100,-82,-71,-49,16,0.0
65,-30,56,54,-11,0.501
-96,-33,-88,43,-5,0.0
-40,22,-72,9,-42,0.0
44,97,-66,-38,-58,0.996
83,-70,-42,48,-17,0.0
79,-45,2,-39,56,0.566
36,-38,78,-17,45,0.502
39,-90,49,26,-16,0.429
-17,-33,-75,37,-40,0.0
26,52,39,96,41,0.5
-1,-60,-2,22,-33,0.076
0,23,64,-83,-27,0.996
75,-84,36,-23,-72,0.951
-76,54,-99,51,-85,0.0
55,-19,88,-65,5,0.994
50,30,92,34,11,0.5
5,33,10,74,-3,0.5
39,-95,100,88,-44,0.517
-16,-3,-33,83,86,0.0
